,expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
430,20032958,DRUGTECH CIMAL ® 30 MG CAPSULAS,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2018M-0012815-R1,02/02/2012,08/24/2023,Vigente,20032958,5,5.0,MUESTRA MEDICA: CAJA POR 5 CAPSULAS EN BLISTER DE ACLAR TRANSPARENTE/ALUMINIO.,Inactivo,08/29/2011,03/22/2017,Si,U,N06AX21,DULOXETINA,ORAL,A,DULOXETINA MICROGRANULOS 17% 33.768 MG EQUIVALENTE DULOXETINA BASE,mg,30.0,CÁPSULA DURA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
431,50589,OXIGENO MEDICINAL,LINDE COLOMBIA S.A.,INVIMA 2015M-006366-R3,06/08/1995,03/04/2021,Vigente,50589,47,60.0,TANQUE EN ACERO INOXIDABLE X 60 LITROS.,Activo,09/02/2013,,No,l,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99.0,METRO CUBICO,GAS,OXIGENOS DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER
432,19954951,OLMETEC HCT 40/12.5 MG TABLETAS RECUBIERTAS,PFIZER S.A.S.,INVIMA 2016M-0004687-R1,08/12/2005,03/08/2021,Vigente,19954951,5,10.0,CAJA POR 10 TABLETAS EN BLISTER DE ALUMINIO/ALUMINIO (LAMINADO POLIAMIDA/ ALUMINIO/PVC/ALUMINIO.,Activo,11/10/2006,,No,U,C09DA08,OLMERSARTAN MEDOXOMIL Y DIURETICOS,ORAL,A,HIDROCLOROTIAZIDA,mg,12.5,,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER
433,20090706,NOVOEIGHT® 500UI POLVO Y SOLVENTE PARA SOLUCIÓN INYECTABLE,NOVO NORDISK A/ S,INVIMA 2016M-0016847,02/22/2016,03/08/2021,Vigente,20090706,1,1.0,CAJA POR UN VIAL DE VIDRIO INCOLORO TIPO I DE 5ML CON POLVO Y TAPÓN VERDE DE GOMA DE CLOROBUTILO. UNA JERINGA PRE-LLENADA DE VIDRIO DE BOROSILICATO INCOLORO CON SOLVENTE DE RECONSTITUCIÓN. UN ADAPTADOR ESTÉRIL CON CUERPO DE POLICARBONATO PARA RECONSTITUCI,Activo,06/05/2015,,No,U,B02BD02,COAGULACION FACTORES VIII,INTRAVENOSA,A,FACTOR VIII HUMANO DE COAGULACIÓN (ADNR). TUROCTOCOG ALFA.,UI,500.0,VIAL DE POLVO LIOFILIZADO,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,NOVO NORDISK COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
434,19962757,BETAHISTINA 8 MG TABLETAS,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2016M-0005733-R1,05/10/2006,02/15/2022,Vigente,19962757,5,10.0,CAJA PLEGADIZA CON 1 BLISTER PVC-PE-PVDC-PE-PVC BLANCO / ALUMINIO POR 10 TABLETAS.,Activo,08/25/2016,,No,U,N07CA01,BETAHISTINA,ORAL,A,BETAHISTINA DICLORHIDRATO,mg,8.0,TABLETA,TABLETA,SANOFI-AVENTIS DE COLOMBIA S. A.,FABRICANTE,FABRICAR Y VENDER
435,19937177,DAIVOBET UNGUENTO,LEO PHARMA A/S,INVIMA 2014M-0003064-R1,02/03/2004,12/24/2019,Vigente,19937177,2,15.0,CAJA POR UN TUBO EN ALUMINIO POR 15 G.,Activo,11/10/2006,,No,g,D05AX52,CALCIPOTRIOL COMBINACIONES,TOPICA (EXTERNA),D,CALCIPOTRIOL HIDRATO 52.2MCG EQUIVALENTE A CALCIPOTRIOL,ćg,50.0,1G.,UNGUENTO TOPICO,LEO LABORATORIES LTD,FABRICANTE,IMPORTAR Y VENDER
436,20128952,METILPREDNISOLONA 4 MG,LABORATORIOS MK S.A.S.,INVIMA 2019M-0018693,01/08/2019,01/29/2024,Vigente,20128952,4,30.0,MUESTRA MÉDICA:CAJA PLEGADIZA POR 30 TABLETAS CUBIERTAS EN BLISTER PVC/ACLAR/PVC/ALUMINIO POR 10 TABLETAS CUBIERTAS,Activo,04/27/2018,,Si,U,H02AB04,METILPREDNISOLONA,ORAL,A,METILPREDNISOLONA,mg,4.0,TABLETA CUBIERTA,TABLETA RECUBIERTA,TECNOQUIMICAS S.A.,FABRICANTE,FABRICAR Y VENDER
437,20011362,PREVENAR® VACUNA CONJUGADA NEUMOCOCICA. 13 VALENTE (DIFTERIA CRM 197 PROTEINA),PFIZER S.A.S.,INVIMA 2010M-0010461,02/17/2010,02/26/2020,Vigente,20011362,5,5.0,MUESTRA MEDICA: CAJA PLEGABLE DE CARTON POR 5 JERINGAS PRELLENADAS POR 0.5 ML EN VIDRIO TIPO I CON SIN O AGUJA,Inactivo,12/07/2009,02/23/2010,Si,U,J07AL02,NEUMOCOCO ANTIGENOS POLISACARIDOS CONJUGADOS PURIFICADOS,INTRAMUSCULAR,A,POLISACARIDO SEROTIPO 4,ćg,2.2,0.5 ML DE SUSPENSIÓN INYECTABLE,SUSPENSION INYECTABLE,WYETH PHARMACEUTICALS DIVISION OF WYETH HOLDINGS CORPORATION (MANUFACTURA DEL SACÁRIDO NEUMOCÓCICO-CRM197 CONJUGADO ),FABRICANTE,IMPORTAR Y VENDER
438,20087516,SEGUGRIP ® TABLETAS RECUBIERTAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015M-0016484,11/04/2015,11/25/2020,Vigente,20087516,10,72.0,CAJA DE CARTÓN POR 72 TABLETAS RECUBIERTAS EN 12 BLISTER LAMINADO PVC/PE/PVDC INCOLORO/ALUMINIO POR 6 TABLETAS,Activo,10/08/2015,,No,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,NAPROXENO SODICO EQUIVALENTE A NAPROXENO BASE,mg,220.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.,FABRICANTE,FABRICAR Y VENDER
439,20116976,NUTRAGESTA ®,FARMA DE COLOMBIA S.A.S.,INVIMA 2017M-0017841,09/05/2017,09/19/2022,Vigente,20116976,2,60.0,CAJA PLEGADIZA CON 6 BLISTER PVC/ PVDC /ALUMINIO POR 10 CAPSULAS BLANDAS C/U.,Activo,08/23/2017,,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,VITAMINA D3 (1.000.000 UI /G(EQUIVALENTE A 440 UI/CAP DE VITAMINA D),mg,0.44,SIN DATO,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
440,19940076,ESOPRAX ® 40 CAPSULAS,LABORATORIOS LEGRAND S.A.,INVIMA 2014M-0002765-R1,09/17/2003,08/11/2019,Vigente,19940076,57,252.0,USO INSTITUCIONAL: CAJA X 252 CÁPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,Activo,06/24/2015,,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÉSICO TRIHIDRATO MICROGRÁNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40.0,CÁPSULA,CAPSULA DURA,LABORATORIOS LEGRAND S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
441,20063439,BSURE® 0.75,SUN PHARMACEUTICAL INDUSTRIES LTD.,INVIMA 2014M-0015175,07/28/2014,09/02/2019,Vigente,20063439,3,40.0,CAJA X 20 BLISTER PVC/ALUMINIO X 2 TABLETAS CADA UNO.,Activo,07/03/2014,,No,U,G03AC03,LEVONORGESTREL,ORAL,A,LEVONOGESTREL,mg,0.75,TABLETA,TABLETA,QUIMICA FINA S.A.,IMPORTADOR,IMPORTAR Y VENDER
442,36658,APOTOX POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,LABORATORIOS INCOBRA S.A.,INVIMA 2019M-011519-R2,02/12/1990,02/11/2024,Vigente,36658,6,1.0,MUESTRA MEDICA: CAJA PLEGADIZA CON FRASCO PLÁSTICO DE PET COLOR ÁMBAR DE 60 ML,Inactivo,11/06/2018,12/13/2018,Si,U,A05BA03,SILIMARINA,ORAL,E,SILIMARINA ( CADA 19.2 G DE POLVO EQUIVALENTES A),g,1.0,POLVO PARA RECONSTITUIR A SUSPENSION 100 ML,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,LABORATORIOS INCOBRA S.A.,FABRICANTE,FABRICAR Y VENDER
443,20075435,SIMBRINZA® SUSPENSION OFTALMICA,NOVARTIS PHARMA AG,INVIMA 2015M-0016682,12/14/2015,12/29/2020,Vigente,20075435,3,2.5,MUESTRA MEDICA: FRASCO DE PEBD POR 2.5 ML CON TAPA DE POLIPROPILENO,Activo,11/24/2015,,Si,ml,S01EC04,BRINZOLAMIDA,OFTÁLMICA,C,BRIMONIDINA TARTRATO,mg,2.0,ML,SUSPENSION OFTALMICA,ALCON-COUVREUR N.V,FABRICANTE,IMPORTAR Y VENDER
444,19966334,MIKIUM CREMA VAGINAL,NOVAMED S.A.,INVIMA 2016M-0006798-R1,02/15/2007,12/27/2021,Vigente,19966334,1,20.0,TUBO COLAPSIBLE DE ALUMINIO CON CAPA DE RECUBRIMIENTO INTERIOR X 20 G. DE PRODUCTO. EMPACADO EN CAJA EN CARTULINA PLEGABLE,Activo,03/21/2007,,No,g,G01AF01,METRONIDAZOL,VAGINAL,D,ISOCONAZOL NITRATO,g,1.0,100 G.,CREMA VAGINAL,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
445,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,16,160.0,CAJA X 160 CÁPSULAS CON 40 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA ANHIDRA,mg,30.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
446,20096303,EPTAVIS ® NIŃOS 1G,CENTRO SPERIMENTALE DEL LATTE S.P.A.,INVIMA 2015M-0016364,10/08/2015,10/26/2020,Vigente,20096303,2,10.0,PRESENTACIÓN COMERCIAL: CAJA PLEGADIZA CON 10 SOBRES DE PET/AL/PE POR 1 G CADA UNO.,Activo,09/24/2015,,No,U,G01AX14,LACTOBACILOS FERMENTO,ORAL,A,LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS. MINIMO,million organisms,70.0,SOBRE DE 1G DE GRANULADO,GRANULOS,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR Y VENDER
447,20110972,BEMERIN® LOCION TOPICA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2017M-0017905,10/27/2017,11/16/2022,Vigente,20110972,5,120.0,MUESTRA MEDICA CAJA CON FRASCO PLÁSTICO BLANCO EN PEAD X 120 ML,Activo,06/01/2018,,No,ml,D05AX99,OTROS ANTIPSORIATICOS PARA USO TOPICO.,TOPICA (EXTERNA),B,FUROATO DE MOMETASONA ANHIDRA,g,0.1,CADA 100 ML DE LOCION,LOCION,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
448,20068385,CARDIOCAP A 80/5,LABORATORIOS LEGRAND S.A.,INVIMA 2014M-0015380,10/30/2014,11/20/2019,Vigente,20068385,1,7.0,CAJA POR 7  CAPSULAS EN BLISTER PVC/PVDC-ALUMINIO EN BOLSA SACHET,Activo,05/30/2014,,No,U,C09CA07,TELMISARTAN,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE,mg,5.0,SIN DATO,CAPSULA DURA,TITAN LABORATORIES PVT. LTD,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
449,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,19,16.0,CAJA X 16 CÁPSULAS CON 4 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA ANHIDRA,mg,30.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
450,20113688,DOCETAXEL 80 MG/ 2 ML SOLUCION INYECTABLE,DINAFARMA S.A. DE C.V.,INVIMA 2018M-0018148,04/19/2018,05/09/2023,Vigente,20113688,1,1.0,CAJA DE CARTÓN CON 1 FRASCO ÁMPULA DE VIDRIO CLARO TIPO I CON 80 MG (40 MG/ML) Y UN FRASCO ÁMPULA CON 6 ML DE DILUYENTE E INSTRUCTIVO ANEXO.,Activo,02/16/2017,,No,U,L01CD02,DOCETAXEL,INTRAVENOSA,A,DOCETAXEL,mg,80.0,FRASCO ÁMPULA DE 2 ML,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,LABORATORIOS BUSSIÉ S.A.,IMPORTADOR,IMPORTAR Y VENDER
451,20022395,NUTRIFLEX ® LIPID PERI,B. BRAUN MELSUNGEN AG,INVIMA 2016M-0012283-R1,06/17/2011,12/16/2021,Vigente,20022395,2,5.0,CAJA X 5 BOLSAS PLÁSTICAS DE POLIAMIDA / POLIPROPILENO FLEXIBLE CON TRES COMPARTIMENTOS (SOLUCIÓN AMINOÁCIDOS 750ML. SOLUCION DE GLUCOSA 750ML. EMULSION LIPIDICA 375ML) X 1875 ML + INSERTO,Activo,11/02/2010,,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,C,ACETATO DE MAGNESIO TETRAHIDRATO,mg,0.515,1 ML DE EMULSIÓN INYECTABLE,EMULSION INYECTABLE,B. BRAUN MELSUNGEN AG,FABRICANTE,IMPORTAR Y VENDER
452,19906457,DOLEX CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S A S,INVIMA 2010 M-14137 R1,01/01/1999,02/18/2020,Vigente,19906457,16,40.0,MUESTRA MÉDICACAJA POR TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN POR 40 TABLETAS.,Activo,01/28/2011,,Si,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,MALEATO DE CLORFENIRAMINA,mg,2.0,TABLETA,TABLETA,GLAXOSMITHKLINE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
453,19937980,RESTASIS® EMULSIÓN OFTÁLMICA,ALLERGAN INC.,INVIMA 2014M-0002897-R1,11/18/2003,11/10/2019,Vigente,19937980,2,32.0,VIAL DE POLIETILENO DE BAJA DENSIDAD EN BANDEJA DE POLIPROPILENO EN CAJA POR 32 UNIDADES (VIALES) POR 0. 4 ML,Inactivo,11/10/2006,09/23/2014,No,U,L04AD01,CICLOSPORINA,CONJUNTIVAL,A,CICLOSPORINA,mg,0.2,VIAL X 0.4 ML DE EMULSIÓN OFTÁLMICA,EMULSIÓN,ALLERGAN DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
454,20072168,ETILEFRINA CLORHIDRATO 10 MG/ ML,PROCLIN PHARMA S.A,INVIMA 2014M-0015540,12/12/2014,12/31/2019,Vigente,20072168,3,100.0,USO INSTITUCIONAL - CAJA POR 100 AMPOLLAS POR 1 ML EN VIDRIO COLOR ÁMBAR TIPO I. EN CUNA DE PET POR 5 AMPOLLAS,Activo,12/01/2015,,No,U,C01CA01,ETILEFRINA,INTRAVENOSA,A,ETILEFRINA CLORHIDRATO,mg,10.0,AMPOLLA,SOLUCION INYECTABLE,VIDRIO TECNICO DE COLOMBIA S.A. (VITECO S.A.),FABRICANTE,FABRICAR Y VENDER
455,20086917,DOXU ® 5/250 MG TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015M-0015903,06/01/2015,06/22/2020,Vigente,20086917,6,100.0,CAJA POR 100 TABLETAS RECUBIERTAS SELLADAS EN BLÍSTER DE ALU-ALU / PAPEL ALUMINIO.,Activo,05/21/2015,,No,U,N02AA59,CODEINA COMBINACIONES EXCL. SICOLEPTICOS,ORAL,A,NAPROXENO SODICO EQUIVALENTE A NAPROXENO,mg,250.0,SIN DATO,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
456,19948264,OMEPRAZOL 10 MG,COLMED LTDA,INVIMA 2015M-0004097-R1,01/24/2005,12/28/2020,Vigente,19948264,7,5.0,CAJA POR 5 CAPSULAS EN BLISTER ALUMINIO / ALUMINIO EN SOBRE POUCH .,Activo,11/10/2006,,No,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS 85.5 MG/G 117.0 MG (EQUIVALENTE A OMEPRAZOL,mg,10.0,CAPSULA,CAPSULA DURA,PROCAPS S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
457,20073363,TRI B,BIOQUIMICO PHARMA S.A.,INVIMA 2015M-0015772,03/10/2015,03/31/2020,Vigente,20073363,4,1.0,CAJA X 1 TUBO COLAPSIBLE EN ALUMINIO X 40G,Activo,03/04/2015,,No,U,D07CC01,BETAMETASONA Y ANTIBIOTICOS,TOPICA (EXTERNA),A,BETAMETASONA DIPROPIONATO. EQUIVALENTE A BETAMETASONA,g,0.04,100G CREMA,CREMA TOPICA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
458,38361,BACTRIM  ROCHE  TABLETAS,F. HOFFMANN-LA ROCHE LTD.,INVIMA 2010 M-003829 R3,03/11/2000,04/16/2020,Vigente,38361,3,50.0,CAJA POR 50 TABLETAS EMPACADAS EN BLISTER (USO HOSPITALARIO),Inactivo,11/10/2006,03/12/2010,No,U,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,A,TRIMETOPRIM,mg,80.0,TABLETA,TABLETA,QUIDECA S.A.,IMPORTADOR,IMPORTAR Y VENDER
459,20007655,TRAMACONTIN ® 200 MG COMPRIMIDOS DE LIBERACION PROLONGADA,MUNDIPHARMA LABORATORIES GMBH,INVIMA 2010M-0010310,01/19/2010,01/26/2020,Vigente,20007655,2,7.0,CAJA POR 7 COMPRIMIDOS EN BLISTER PVC/ALUMINIO,Activo,08/22/2009,,No,U,N02AX02,TRAMADOL,ORAL,A,TRAMADOL CLORHIDRATO,mg,200.0,CADACOMPRIMIDO DE LIBERACION PROLONGADA,TABLETA DE LIBERACION PROLONGADA,MUNDIPHARMA COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
460,20009964,DIANEAL BAJO CALCIO CON DEXTROSA AL 1.5%,LABORATORIOS BAXTER S.A.,INVIMA 2010M-0010618,03/31/2010,04/23/2020,Vigente,20009964,5,5000.0,BOLSA DE PVC (PLASTICO GRADO MEDICO) CON DOS PUERTOS DE SALIDA POR 5000 ML CON BOLSA EXTERNA DE PEAD.,Activo,08/09/2010,,No,ml,B05DA99,SOLUCION ISOTONICA PARA DIALISIS PERITONEAL,INTRAPERITONEAL,B,CLORURO DE SODIO,mg,538.0,100 ML. DE SOLUCION PARA DIALISIS PERITONEAL.,SOLUCION ESTERIL PARA IRRIGACION,LABORATORIOS BAXTER S.A.,FABRICANTE,FABRICAR Y VENDER
461,20042667,FLORATIL® 250 MG MINI SACHETS,BIOCODEX,INVIMA 2019M-0013511-R1,08/09/2012,01/29/2024,Vigente,20042667,5,12.0,CAJA PLEGADIZA POR 12 SOBRES DE PAPEL/ALUMINIO/POLIETILENO.,Activo,08/06/2012,,No,U,A07FA02,SACAROMICES BOULARDI,ORAL,A,SACCHAROMYCES BOULARDII,mg,250.0,SOBRE,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,BIOCODEX S.A.,FABRICANTE,IMPORTAR Y VENDER
462,20028647,IMIPRAMINA CLOHIDRATO 25 MG TABLETAS RECUBIERTAS,LABORATORIO PROFESIONAL FARMACEUTICO LAPROFF S.A.,INVIMA 2018M-0012631-R1,11/10/2011,07/05/2023,Vigente,20028647,6,300.0,CAJA POR 300 TABLETAS CON 10 BLISTER PVDC/ALUMUNIO POR 30 TABLETAS CADA UNO. CADA BLISTER CON FUNDA DE CARTON.,Inactivo,11/15/2012,06/06/2018,No,U,N06AA02,IMIPRAMINA,ORAL,A,IMIPRAMINA CLORHIDRATO,mg,25.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO PROFESIONAL FARMACEUTICO LAPROFF S.A.,FABRICANTE,FABRICAR Y VENDER
463,19913783,PASEDOL TABLETAS,LABORATORIOS ECAR S.A,INVIMA 2016M-015044-R2,01/01/1999,11/10/2021,Vigente,19913783,6,120.0,PRESENTACION COMERCIAL E INSTITUCIONAL: CAJA POR 120 TABLETAS EN SOBRE POR 4 TABLETAS.,Activo,12/06/2010,,No,U,R06AA99,DIMENHIDRINATO,ORAL,A,DIMENHIDRINATO,g,0.05,TABLETA,TABLETA,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
464,19996124,Z - FULL DEFENSE TABLETA CUBIERTA,TECNOQUIMICAS S.A.,INVIMA 2010M-0010783,05/07/2010,05/26/2020,Vigente,19996124,2,10.0,CAJA CON UN FRASCO PEAD POR10 TABLETAS,Activo,11/06/2008,,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,ACIDO ASCORBICO,mg,200.0,TABLETA CUBIERTA,TABLETA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,FABRICAR Y VENDER
465,20061322,SINALGEN® 5/325 TABLETAS,GRÜNENTHAL COLOMBIANA S.A.,INVIMA 2014M-0015124,07/02/2014,07/25/2019,Vigente,20061322,9,30.0,MUESTRA MEDICA : CAJA POR 30 TABLETAS EN BLISTER DE PAPEL/ADHESIVO/FOIL ALUMINIO/PVC TRANSPARENTE,Activo,09/21/2015,,No,U,N02BE71,PARACETAMOL. COMBINACIONES CON PSICOLECTICOS,ORAL,A,364.90 MG DE COMPAP L. EQUIVALENTE A ACETAMINOFEN,mg,325.0,TABLETA,TABLETA,GRÜNENTHAL COLOMBIANA S.A.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
466,19908342,LEVOBUPIVACAINA 0.75% SIMPLE SOLUCIÓN INYECTABLE,VIE DE COLOMBIA S.A.S.,INVIMA 2016M-014573-R2,01/01/1999,09/12/2021,Vigente,19908342,4,800.0,CAJA POR 40 AMPOULE PACK POR 20ML RESINA DE POLIETILENO DE BAJA DENSIDAD,Inactivo,11/10/2006,05/02/2011,No,ml,N01BB01,BUPIVACAINA,EPIDURAL,A,BUPIVACAINA (L) CLORHIDRATO ANHIDRA.,mg,75.0,AMPOULE PACK POR 10 ML,SOLUCION INYECTABLE,ROPSOHN LABORATORIOS S.A.S. (PLANTA INYECTABLES),FABRICANTE,FABRICAR Y VENDER
467,20097760,VALSARVITAE 160 MG COMPRIMIDOS RECUBIERTOS.,GALENICUM HEALTH COLOMBIA S.A.S.,INVIMA 2016M-0017163,07/11/2016,07/28/2021,Vigente,20097760,5,56.0,CAJA PLEGADIZA POR 56 COMPRIMIDOS .RECUBIERTOS EN BLISTER DE ALUMINIO PVC /PE + PVDC/ AL + PVDC .,Activo,06/23/2016,,No,U,C09CA03,VALSARTAN,ORAL,A,VALSARTAN,mg,160.0,COMPRIMIDO RECUBIERTO,TABLETA RECUBIERTA,ATLANTIC PHARMA - PRODUCOES FARMACEUTICAS S.A.,FABRICANTE,IMPORTAR Y VENDER
468,45820,RYTMONORM 150 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015 M-004902-R3,01/01/1999,09/16/2020,Vigente,45820,14,20.0,CAJA PLEGADIZA POR 20 TABLETAS RECUBIERTAS EN BLISTER PVC/ALUMINIO,Activo,08/03/2015,,No,U,C01BC03,PROPAFENONA,ORAL,A,PROPAFENONA CLORHIDRATO,mg,150.0,TABLETA RECUBIERTA,TABLETA CUBIERTA (GRAGEA),LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
469,20012979,FLEXOBIL® MSM SOBRES,QUIMICA PATRIC LTDA.,INVIMA 2010M-0010519,03/03/2010,03/17/2020,Vigente,20012979,3,30.0,ESTUCHE DE CARTON POR 30 SOBRE DE PAPEL ALUMINIO POLIETILENO POR 6 GRAMOS CADA UNO,Activo,12/03/2009,,No,U,M01AX05,GLUCOSAMINA,ORAL,A,CONDROITINA SULFATO,mg,1200.0,SOBRE PARA RECONSTITUIR A SOLUCION ORAL,POLVO PARA RECONSTITUIR A SOLUCION ORAL,QUIMICA PATRIC LTDA.,FABRICANTE,FABRICAR Y VENDER
470,20012741,ANTISS D,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2010M-0010924,06/09/2010,06/23/2020,Vigente,20012741,6,15.0,ESTUCHE CON FRASCO PET AMBAR X 15 ML CON COPA Y JERINGA DOSIFICADORA.,Activo,09/07/2012,,No,ml,R01AA04,FENILEFRINA,ORAL,B,FENILEFRINA CLORHIDRATO,g,0.1,100 ML DE SOLUCION ORAL,SOLUCION ORAL,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
471,20117306,IBONE D 30000,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-0018361,08/24/2018,09/11/2023,Vigente,20117306,2,2.0,CAJA DE CARTÓN POR 2 BLISTER LAMINADO DE ALU/ALU MAS PAPEL ALUMINIO TABLETAS RECUBIERTAS,Activo,01/29/2018,,No,U,M05BA50,ACIDO IBANDRONICO Y VITAMINA D3(COLECALCIFEROL),ORAL,A,VITAMINA D3(COLECALCIFEROL),UI,30000.0,TABLETAS RECUBIERTAS,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
472,20005003,ISOFUNDIN® SOLUCION INYECTABLE,B. BRAUN MELSUNGEN AG,INVIMA 2009M-0010001,09/07/2009,09/23/2019,Vigente,20005003,3,1000.0,FRASCO DE VIDRIO TIPO II POR 1000 ML,Inactivo,06/09/2009,09/04/2009,No,ml,B05BB01,ELECTROLITOS,INTRAVENOSA,B,ACIDO L-MALICO,g,0.0671,100 ML,SOLUCION INYECTABLE,B. BRAUN MEDICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
